Time,Hour,Peaje_Trans,Periodo_Trans,PMD,Ai1,Ai2,CG,Fi,Bi,Perd,TEAr1,TEAr2,TEAr,Peaje_Org,Periodo_Org,源文件
03/07/2024,9,6.2TD,P2,95.75,8.63,0.88,,,,0.142,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240703
03/07/2024,10,6.2TD,P2,76,8.35,0.85,,,,0.141,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240703
03/07/2024,11,6.2TD,P1,54.08,1.61,0.83,,,,0.146,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240703
03/07/2024,12,6.2TD,P1,40.25,1.25,0.83,,,,0.146,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240703
03/07/2024,13,6.2TD,P1,35,1.19,0.81,,,,0.147,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240703
03/07/2024,14,6.2TD,P1,21.34,0.68,0.8,,,,0.145,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240703
03/07/2024,15,6.2TD,P2,14,0.45,0.8,,,,0.144,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240703
03/07/2024,16,6.2TD,P2,8.68,0.3,0.83,,,,0.142,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240703
03/07/2024,17,6.2TD,P2,3.6,0.19,0.83,,,,0.142,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240703
03/07/2024,18,6.2TD,P2,12.17,0.49,0.83,,,,0.144,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240703
03/07/2024,19,6.2TD,P1,34.27,2.79,0.82,,,,0.145,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240703
03/07/2024,20,6.2TD,P1,35.02,9.03,0.84,,,,0.148,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240703
03/07/2024,21,6.2TD,P1,89.9,8.36,0.85,,,,0.149,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240703
03/07/2024,22,6.2TD,P1,107.51,0.38,0.85,,,,0.151,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240703
03/07/2024,23,6.2TD,P2,106.49,0.4,0.88,,,,0.157,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240703
03/07/2024,24,6.2TD,P2,95.66,0.65,0.96,,,,0.156,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240703
04/07/2024,1,6.2TD,P6,94.94,0.44,0.98,,,,0.172,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240704
04/07/2024,2,6.2TD,P6,80,1.08,1.04,,,,0.173,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240704
04/07/2024,3,6.2TD,P6,72.5,1.56,1.08,,,,0.172,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240704
04/07/2024,4,6.2TD,P6,83.54,1.29,0,,,,0.168,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240704
04/07/2024,5,6.2TD,P6,80,1.24,0,,,,0.168,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240704
04/07/2024,6,6.2TD,P6,86.27,1.65,0,,,,0.165,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240704
04/07/2024,7,6.2TD,P6,96.04,1.44,1.01,,,,0.162,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240704
04/07/2024,8,6.2TD,P6,99.88,24.7,0.94,,,,0.159,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240704
04/07/2024,9,6.2TD,P2,83.82,6.34,0.88,,,,0.139,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240704
04/07/2024,10,6.2TD,P2,40,5.05,0.85,,,,0.138,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240704
04/07/2024,11,6.2TD,P1,4.83,0.23,0.84,,,,0.144,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240704
04/07/2024,12,6.2TD,P1,0,0.2,0.82,,,,0.146,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240704
04/07/2024,13,6.2TD,P1,0,0.22,0.81,,,,0.148,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240704
04/07/2024,14,6.2TD,P1,0,0.22,0.79,,,,0.145,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240704
04/07/2024,15,6.2TD,P2,0,0.22,0.79,,,,0.145,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240704
04/07/2024,16,6.2TD,P2,-0.82,0.22,0.82,,,,0.143,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240704
04/07/2024,17,6.2TD,P2,-0.82,0.25,0.82,,,,0.145,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240704
04/07/2024,18,6.2TD,P2,0,0.23,0.82,,,,0.147,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240704
04/07/2024,19,6.2TD,P1,6.77,1.01,0.82,,,,0.146,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240704
04/07/2024,20,6.2TD,P1,42.38,6.2,0.81,,,,0.15,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240704
04/07/2024,21,6.2TD,P1,86.9,3.87,0.83,,,,0.149,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240704
04/07/2024,22,6.2TD,P1,99.64,0.83,0.83,,,,0.148,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240704
04/07/2024,23,6.2TD,P2,98.5,0.5,0.86,,,,0.155,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240704
04/07/2024,24,6.2TD,P2,90,0.22,0.93,,,,0.153,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240704
05/07/2024,1,6.2TD,P6,81.66,1.24,0.96,,,,0.166,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240705
05/07/2024,2,6.2TD,P6,81.66,1.95,1.01,,,,0.166,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240705
05/07/2024,3,6.2TD,P6,81.42,1.82,1.05,,,,0.167,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240705
05/07/2024,4,6.2TD,P6,87.75,2.07,0,,,,0.167,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240705
05/07/2024,5,6.2TD,P6,88.2,2.1,0,,,,0.168,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240705
05/07/2024,6,6.2TD,P6,90.01,1.64,0,,,,0.167,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240705
05/07/2024,7,6.2TD,P6,95.33,1.28,1,,,,0.163,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240705
05/07/2024,8,6.2TD,P6,104.25,4.11,0.93,,,,0.16,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240705
05/07/2024,9,6.2TD,P2,91.43,3.36,0.88,,,,0.141,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240705
05/07/2024,10,6.2TD,P2,59.5,5.55,0.84,,,,0.139,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240705
05/07/2024,11,6.2TD,P1,35.01,1.23,0.82,,,,0.144,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240705
05/07/2024,12,6.2TD,P1,29,1.03,0.81,,,,0.144,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240705
05/07/2024,13,6.2TD,P1,7.44,0.33,0.8,,,,0.145,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240705
05/07/2024,14,6.2TD,P1,3.32,0.22,0.79,,,,0.143,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240705
05/07/2024,15,6.2TD,P2,3.32,0.28,0.79,,,,0.144,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240705
05/07/2024,16,6.2TD,P2,1.23,0.17,0.82,,,,0.143,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240705
05/07/2024,17,6.2TD,P2,3.32,0.28,0.83,,,,0.144,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240705
05/07/2024,18,6.2TD,P2,17.42,0.78,0.83,,,,0.146,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240705
05/07/2024,19,6.2TD,P1,38,2.79,0.84,,,,0.146,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240705
05/07/2024,20,6.2TD,P1,63.31,3.68,0.84,,,,0.148,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240705
05/07/2024,21,6.2TD,P1,82.7,2.54,0.84,,,,0.153,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240705
05/07/2024,22,6.2TD,P1,95,0.55,0.85,,,,0.155,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240705
05/07/2024,23,6.2TD,P2,106.33,0.52,0.9,,,,0.164,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240705
05/07/2024,24,6.2TD,P2,90.4,1.13,0.95,,,,0.161,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240705
06/07/2024,1,6.2TD,P6,101,0.62,0.97,,,,0.178,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240706
06/07/2024,2,6.2TD,P6,96.96,0.76,1.03,,,,0.175,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240706
06/07/2024,3,6.2TD,P6,79.74,1.73,1.08,,,,0.175,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240706
06/07/2024,4,6.2TD,P6,71.91,2.16,0,,,,0.172,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240706
06/07/2024,5,6.2TD,P6,77.25,2.19,0,,,,0.171,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240706
06/07/2024,6,6.2TD,P6,70.66,2.29,0,,,,0.172,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240706
06/07/2024,7,6.2TD,P6,70.66,2.23,0,,,,0.17,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240706
06/07/2024,8,6.2TD,P6,65.5,6.07,0,,,,0.166,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240706
06/07/2024,9,6.2TD,P6,30.87,11.69,0,,,,0.159,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240706
06/07/2024,10,6.2TD,P6,0,4.43,0,,,,0.155,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240706
06/07/2024,11,6.2TD,P6,0,0.24,0,,,,0.156,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240706
06/07/2024,12,6.2TD,P6,-0.01,0.14,0,,,,0.156,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240706
06/07/2024,13,6.2TD,P6,-0.51,0.11,0,,,,0.157,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240706
06/07/2024,14,6.2TD,P6,-0.76,0.1,0,,,,0.154,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240706
06/07/2024,15,6.2TD,P6,-0.95,0.1,0,,,,0.151,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240706
06/07/2024,16,6.2TD,P6,-1,0.1,0,,,,0.153,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240706
06/07/2024,17,6.2TD,P6,-1.01,0.11,0,,,,0.155,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240706
06/07/2024,18,6.2TD,P6,-1,0.11,0,,,,0.161,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240706
06/07/2024,19,6.2TD,P6,-0.82,0.4,0,,,,0.169,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240706
06/07/2024,20,6.2TD,P6,0,4.82,0,,,,0.178,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240706
06/07/2024,21,6.2TD,P6,9.23,10.39,0,,,,0.186,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240706
06/07/2024,22,6.2TD,P6,41.1,1.95,0.91,,,,0.188,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240706
06/07/2024,23,6.2TD,P6,59.7,2.28,0.93,,,,0.188,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240706
06/07/2024,24,6.2TD,P6,46.89,2.35,0.99,,,,0.188,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240706
07/07/2024,1,6.2TD,P6,56.55,2.4,1.05,,,,0.185,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240707
07/07/2024,2,6.2TD,P6,48.95,2.43,0,,,,0.183,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240707
07/07/2024,3,6.2TD,P6,44.16,2.73,0,,,,0.18,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240707
07/07/2024,4,6.2TD,P6,44.9,2.91,0,,,,0.181,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240707
07/07/2024,5,6.2TD,P6,44.16,2.97,0,,,,0.179,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240707
07/07/2024,6,6.2TD,P6,56.55,2.99,0,,,,0.178,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240707
07/07/2024,7,6.2TD,P6,56.55,3.06,0,,,,0.175,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240707
07/07/2024,8,6.2TD,P6,56.68,8.58,0,,,,0.173,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240707
07/07/2024,9,6.2TD,P6,24.87,9.23,0,,,,0.164,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240707
07/07/2024,10,6.2TD,P6,-0.01,5.75,0,,,,0.156,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240707
07/07/2024,11,6.2TD,P6,-0.51,0.2,0,,,,0.152,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240707
07/07/2024,12,6.2TD,P6,-0.78,0.19,0,,,,0.152,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240707
07/07/2024,13,6.2TD,P6,-0.66,0.17,0,,,,0.154,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240707
07/07/2024,14,6.2TD,P6,-0.02,0.16,0,,,,0.151,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240707
07/07/2024,15,6.2TD,P6,-0.78,0.16,0,,,,0.15,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240707
07/07/2024,16,6.2TD,P6,-1,0.17,0,,,,0.151,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240707
07/07/2024,17,6.2TD,P6,-1.01,0.2,0,,,,0.152,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240707
07/07/2024,18,6.2TD,P6,0,0.3,0,,,,0.158,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240707
07/07/2024,19,6.2TD,P6,3.32,3.15,0,,,,0.164,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240707
07/07/2024,20,6.2TD,P6,35.94,8.49,0,,,,0.172,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240707
07/07/2024,21,6.2TD,P6,59.57,8.24,0,,,,0.176,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240707
07/07/2024,22,6.2TD,P6,100.73,0.18,0.96,,,,0.177,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240707
07/07/2024,23,6.2TD,P6,104.58,0.26,0.95,,,,0.178,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240707
07/07/2024,24,6.2TD,P6,100.25,0.26,1,,,,0.178,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240707
08/07/2024,1,6.2TD,P6,98.7,1.59,1.08,,,,0.176,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240708
08/07/2024,2,6.2TD,P6,86.66,2.33,0,,,,0.177,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240708
08/07/2024,3,6.2TD,P6,85.94,3.08,0,,,,0.176,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240708
08/07/2024,4,6.2TD,P6,85.7,3.14,0,,,,0.173,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240708
08/07/2024,5,6.2TD,P6,83.43,2.83,0,,,,0.17,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240708
08/07/2024,6,6.2TD,P6,85.94,2.13,0,,,,0.166,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240708
08/07/2024,7,6.2TD,P6,89.72,1.48,1.08,,,,0.16,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240708
08/07/2024,8,6.2TD,P6,103.21,9.68,0.98,,,,0.159,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240708
08/07/2024,9,6.2TD,P2,100.61,8.67,0.92,,,,0.141,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240708
08/07/2024,10,6.2TD,P2,78.22,7.51,0.87,,,,0.139,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240708
08/07/2024,11,6.2TD,P1,54.6,2.02,0.85,,,,0.144,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240708
08/07/2024,12,6.2TD,P1,40.88,1.41,0.84,,,,0.146,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240708
08/07/2024,13,6.2TD,P1,35,1.4,0.82,,,,0.146,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240708
08/07/2024,14,6.2TD,P1,32.65,1.2,0.81,,,,0.142,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240708
08/07/2024,15,6.2TD,P2,31.98,1.07,0.82,,,,0.143,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240708
08/07/2024,16,6.2TD,P2,35,1.31,0.84,,,,0.141,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240708
08/07/2024,17,6.2TD,P2,35,1.19,0.85,,,,0.141,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240708
08/07/2024,18,6.2TD,P2,41.99,1.47,0.85,,,,0.144,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240708
08/07/2024,19,6.2TD,P1,44.88,2.92,0.85,,,,0.142,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240708
08/07/2024,20,6.2TD,P1,81,5.55,0.85,,,,0.146,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240708
08/07/2024,21,6.2TD,P1,103.21,5.98,0.85,,,,0.147,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240708
08/07/2024,22,6.2TD,P1,115.15,1.1,0.85,,,,0.145,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240708
08/07/2024,23,6.2TD,P2,109,1.14,0.88,,,,0.151,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240708
08/07/2024,24,6.2TD,P2,98.01,2.74,0.96,,,,0.148,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240708
09/07/2024,1,6.2TD,P6,95.92,0.99,0.98,,,,0.166,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240709
09/07/2024,2,6.2TD,P6,72.25,2.32,1.03,,,,0.166,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240709
09/07/2024,3,6.2TD,P6,77,2.21,1.08,,,,0.167,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240709
09/07/2024,4,6.2TD,P6,73.22,2.42,0,,,,0.167,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240709
09/07/2024,5,6.2TD,P6,66.71,3.06,0,,,,0.167,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240709
09/07/2024,6,6.2TD,P6,65.5,2.63,0,,,,0.166,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240709
09/07/2024,7,6.2TD,P6,80,1.53,1.01,,,,0.161,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240709
09/07/2024,8,6.2TD,P6,101.51,4.48,0.94,,,,0.159,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240709
09/07/2024,9,6.2TD,P2,88.33,5.33,0.88,,,,0.14,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240709
09/07/2024,10,6.2TD,P2,70.8,5.1,0.85,,,,0.139,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240709
09/07/2024,11,6.2TD,P1,46.63,1.83,0.83,,,,0.147,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240709
09/07/2024,12,6.2TD,P1,42.49,1.5,0.82,,,,0.149,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240709
09/07/2024,13,6.2TD,P1,33.76,1.44,0.8,,,,0.15,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240709
09/07/2024,14,6.2TD,P1,22.98,1.03,0.78,,,,0.147,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240709
09/07/2024,15,6.2TD,P2,8.3,0.4,0.78,,,,0.147,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240709
09/07/2024,16,6.2TD,P2,15.59,0.64,0.8,,,,0.145,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240709
09/07/2024,17,6.2TD,P2,29.39,1.08,0.82,,,,0.147,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240709
09/07/2024,18,6.2TD,P2,48.8,1.63,0.81,,,,0.149,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240709
09/07/2024,19,6.2TD,P1,60.7,3.44,0.82,,,,0.149,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240709
09/07/2024,20,6.2TD,P1,84.77,3.8,0.82,,,,0.152,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240709
09/07/2024,21,6.2TD,P1,106.18,0.54,0.83,,,,0.152,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240709
09/07/2024,22,6.2TD,P1,120.09,0.46,0.83,,,,0.151,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240709
09/07/2024,23,6.2TD,P2,141.94,0.78,0.85,,,,0.157,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240709
09/07/2024,24,6.2TD,P2,116.38,0.47,0.93,,,,0.156,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240709
10/07/2024,1,6.2TD,P6,107.94,0.29,0.95,,,,0.174,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240710
10/07/2024,2,6.2TD,P6,106.81,0.38,1.01,,,,0.176,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240710
10/07/2024,3,6.2TD,P6,104.22,0.28,1.06,,,,0.175,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240710
10/07/2024,4,6.2TD,P6,102.61,0.29,0,,,,0.174,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240710
10/07/2024,5,6.2TD,P6,101.92,0.3,0,,,,0.173,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240710
10/07/2024,6,6.2TD,P6,104.22,0.29,0,,,,0.168,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240710
10/07/2024,7,6.2TD,P6,101.5,0.26,1.01,,,,0.159,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240710
10/07/2024,8,6.2TD,P6,108.43,1.54,0.94,,,,0.158,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240710
10/07/2024,9,6.2TD,P2,101.92,0.85,0.88,,,,0.142,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240710
10/07/2024,10,6.2TD,P2,94.99,4.98,0.85,,,,0.141,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240710
10/07/2024,11,6.2TD,P1,65,2.32,0.83,,,,0.146,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240710
10/07/2024,12,6.2TD,P1,57.75,2.1,0.82,,,,0.146,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240710
10/07/2024,13,6.2TD,P1,57.21,2.17,0.8,,,,0.147,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240710
10/07/2024,14,6.2TD,P1,51.1,1.84,0.78,,,,0.145,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240710
10/07/2024,15,6.2TD,P2,50.77,1.78,0.78,,,,0.144,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240710
10/07/2024,16,6.2TD,P2,45.06,1.71,0.8,,,,0.142,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240710
10/07/2024,17,6.2TD,P2,45.06,1.57,0.8,,,,0.142,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240710
10/07/2024,18,6.2TD,P2,52.5,1.78,0.8,,,,0.144,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240710
10/07/2024,19,6.2TD,P1,75,4.03,0.81,,,,0.145,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240710
10/07/2024,20,6.2TD,P1,99.58,2.01,0.81,,,,0.148,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240710
10/07/2024,21,6.2TD,P1,105,1.23,0.82,,,,0.149,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240710
10/07/2024,22,6.2TD,P1,120.18,0.53,0.82,,,,0.151,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240710
10/07/2024,23,6.2TD,P2,131.98,0.86,0.84,,,,0.157,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240710
10/07/2024,24,6.2TD,P2,111.87,0.41,0.9,,,,0.156,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240710
11/07/2024,1,6.2TD,P6,105,0.25,0.95,,,,0.172,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240711
11/07/2024,2,6.2TD,P6,101.78,0.49,1,,,,0.173,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240711
11/07/2024,3,6.2TD,P6,101.74,0.37,1.04,,,,0.172,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240711
11/07/2024,4,6.2TD,P6,100,0.36,0,,,,0.168,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240711
11/07/2024,5,6.2TD,P6,99.5,0.6,0,,,,0.168,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240711
11/07/2024,6,6.2TD,P6,99.92,0.53,0,,,,0.165,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240711
11/07/2024,7,6.2TD,P6,100,0.41,0.99,,,,0.162,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240711
11/07/2024,8,6.2TD,P6,107.34,4.02,0.92,,,,0.159,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240711
11/07/2024,9,6.2TD,P2,100.96,3.4,0.87,,,,0.139,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240711
11/07/2024,10,6.2TD,P2,90.69,4.46,0.84,,,,0.138,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240711
11/07/2024,11,6.2TD,P1,81,2.59,0.81,,,,0.144,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240711
11/07/2024,12,6.2TD,P1,68.49,2.37,0.79,,,,0.146,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240711
11/07/2024,13,6.2TD,P1,60,2.36,0.77,,,,0.148,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240711
11/07/2024,14,6.2TD,P1,54.19,1.58,0.76,,,,0.145,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240711
