,Time,Hour,Peaje_Trans,Periodo_Trans,PMD,Ai1,Ai2,CG,Fi,Bi,Perd,TEAr1,TEAr2,TEAr,Peaje_Org,Periodo_Org,源文件
1358,2024-02-26 14:15:00,15,6.2TD,P2,38.37,10.2,1.58,,,,0.181,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240226
1358,2024-02-26 14:30:00,15,6.2TD,P2,38.37,10.2,1.58,,,,0.181,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240226
1358,2024-02-26 14:45:00,15,6.2TD,P2,38.37,10.2,1.58,,,,0.181,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240226
1359,2024-02-26 15:00:00,16,6.2TD,P2,38.826,10.09,2.15,,,,0.186,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240226
1359,2024-02-26 15:15:00,16,6.2TD,P2,38.826,10.09,2.15,,,,0.186,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240226
1359,2024-02-26 15:30:00,16,6.2TD,P2,38.826,10.09,2.15,,,,0.186,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240226
1359,2024-02-26 15:45:00,16,6.2TD,P2,38.826,10.09,2.15,,,,0.186,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240226
1360,2024-02-26 16:00:00,17,6.2TD,P2,39.04,10.15,2.09,,,,0.188,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240226
1360,2024-02-26 16:15:00,17,6.2TD,P2,39.04,10.15,2.09,,,,0.188,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240226
1360,2024-02-26 16:30:00,17,6.2TD,P2,39.04,10.15,2.09,,,,0.188,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240226
1360,2024-02-26 16:45:00,17,6.2TD,P2,39.04,10.15,2.09,,,,0.188,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240226
1361,2024-02-26 17:00:00,18,6.2TD,P2,40.156,8.34,2.1,,,,0.19,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240226
1361,2024-02-26 17:15:00,18,6.2TD,P2,40.156,8.34,2.1,,,,0.19,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240226
1361,2024-02-26 17:30:00,18,6.2TD,P2,40.156,8.34,2.1,,,,0.19,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240226
1361,2024-02-26 17:45:00,18,6.2TD,P2,40.156,8.34,2.1,,,,0.19,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240226
1362,2024-02-26 18:00:00,19,6.2TD,P1,38.696,7.7,0.56,,,,0.191,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240226
1362,2024-02-26 18:15:00,19,6.2TD,P1,38.696,7.7,0.56,,,,0.191,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240226
1362,2024-02-26 18:30:00,19,6.2TD,P1,38.696,7.7,0.56,,,,0.191,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240226
1362,2024-02-26 18:45:00,19,6.2TD,P1,38.696,7.7,0.56,,,,0.191,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240226
1363,2024-02-26 19:00:00,20,6.2TD,P1,44.443,6.98,0.48,,,,0.194,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240226
1363,2024-02-26 19:15:00,20,6.2TD,P1,44.443,6.98,0.48,,,,0.194,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240226
1363,2024-02-26 19:30:00,20,6.2TD,P1,44.443,6.98,0.48,,,,0.194,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240226
1363,2024-02-26 19:45:00,20,6.2TD,P1,44.443,6.98,0.48,,,,0.194,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240226
1364,2024-02-26 20:00:00,21,6.2TD,P1,44.544,5.31,0.47,,,,0.195,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240226
1364,2024-02-26 20:15:00,21,6.2TD,P1,44.544,5.31,0.47,,,,0.195,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240226
1364,2024-02-26 20:30:00,21,6.2TD,P1,44.544,5.31,0.47,,,,0.195,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240226
1364,2024-02-26 20:45:00,21,6.2TD,P1,44.544,5.31,0.47,,,,0.195,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240226
1365,2024-02-26 21:00:00,22,6.2TD,P1,43.133,5.6,0.5,,,,0.195,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240226
1365,2024-02-26 21:15:00,22,6.2TD,P1,43.133,5.6,0.5,,,,0.195,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240226
1365,2024-02-26 21:30:00,22,6.2TD,P1,43.133,5.6,0.5,,,,0.195,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240226
1365,2024-02-26 21:45:00,22,6.2TD,P1,43.133,5.6,0.5,,,,0.195,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240226
1366,2024-02-26 22:00:00,23,6.2TD,P2,37.76,6.27,0.37,,,,0.2,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240226
1366,2024-02-26 22:15:00,23,6.2TD,P2,37.76,6.27,0.37,,,,0.2,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240226
1366,2024-02-26 22:30:00,23,6.2TD,P2,37.76,6.27,0.37,,,,0.2,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240226
1366,2024-02-26 22:45:00,23,6.2TD,P2,37.76,6.27,0.37,,,,0.2,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240226
1367,2024-02-26 23:00:00,24,6.2TD,P2,36.786,6.23,0.71,,,,0.206,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240226
1367,2024-02-26 23:15:00,24,6.2TD,P2,36.786,6.23,0.71,,,,0.206,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240226
1367,2024-02-26 23:30:00,24,6.2TD,P2,36.786,6.23,0.71,,,,0.206,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240226
1367,2024-02-26 23:45:00,24,6.2TD,P2,36.786,6.23,0.71,,,,0.206,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240226
1368,2024-02-27 00:00:00,1,6.2TD,P6,36.883,6.39,1.45,,,,0.229,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1368,2024-02-27 00:15:00,1,6.2TD,P6,36.883,6.39,1.45,,,,0.229,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1368,2024-02-27 00:30:00,1,6.2TD,P6,36.883,6.39,1.45,,,,0.229,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1368,2024-02-27 00:45:00,1,6.2TD,P6,36.883,6.39,1.45,,,,0.229,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1369,2024-02-27 01:00:00,2,6.2TD,P6,36.863,6.81,2.47,,,,0.24,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1369,2024-02-27 01:15:00,2,6.2TD,P6,36.863,6.81,2.47,,,,0.24,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1369,2024-02-27 01:30:00,2,6.2TD,P6,36.863,6.81,2.47,,,,0.24,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1369,2024-02-27 01:45:00,2,6.2TD,P6,36.863,6.81,2.47,,,,0.24,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1370,2024-02-27 02:00:00,3,6.2TD,P6,36.386,7.11,2.62,,,,0.244,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1370,2024-02-27 02:15:00,3,6.2TD,P6,36.386,7.11,2.62,,,,0.244,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1370,2024-02-27 02:30:00,3,6.2TD,P6,36.386,7.11,2.62,,,,0.244,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1370,2024-02-27 02:45:00,3,6.2TD,P6,36.386,7.11,2.62,,,,0.244,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1371,2024-02-27 03:00:00,4,6.2TD,P6,35.442,7.24,2.66,,,,0.248,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1371,2024-02-27 03:15:00,4,6.2TD,P6,35.442,7.24,2.66,,,,0.248,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1371,2024-02-27 03:30:00,4,6.2TD,P6,35.442,7.24,2.66,,,,0.248,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1371,2024-02-27 03:45:00,4,6.2TD,P6,35.442,7.24,2.66,,,,0.248,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1372,2024-02-27 04:00:00,5,6.2TD,P6,35.462,7.25,2.66,,,,0.246,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1372,2024-02-27 04:15:00,5,6.2TD,P6,35.462,7.25,2.66,,,,0.246,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1372,2024-02-27 04:30:00,5,6.2TD,P6,35.462,7.25,2.66,,,,0.246,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1372,2024-02-27 04:45:00,5,6.2TD,P6,35.462,7.25,2.66,,,,0.246,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1373,2024-02-27 05:00:00,6,6.2TD,P6,34.386,7.03,1.82,,,,0.24,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1373,2024-02-27 05:15:00,6,6.2TD,P6,34.386,7.03,1.82,,,,0.24,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1373,2024-02-27 05:30:00,6,6.2TD,P6,34.386,7.03,1.82,,,,0.24,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1373,2024-02-27 05:45:00,6,6.2TD,P6,34.386,7.03,1.82,,,,0.24,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1374,2024-02-27 06:00:00,7,6.2TD,P6,37.137,6.27,1.27,,,,0.221,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1374,2024-02-27 06:15:00,7,6.2TD,P6,37.137,6.27,1.27,,,,0.221,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1374,2024-02-27 06:30:00,7,6.2TD,P6,37.137,6.27,1.27,,,,0.221,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1374,2024-02-27 06:45:00,7,6.2TD,P6,37.137,6.27,1.27,,,,0.221,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1375,2024-02-27 07:00:00,8,6.2TD,P6,34.721,3.4,0.81,,,,0.209,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1375,2024-02-27 07:15:00,8,6.2TD,P6,34.721,3.4,0.81,,,,0.209,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1375,2024-02-27 07:30:00,8,6.2TD,P6,34.721,3.4,0.81,,,,0.209,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1375,2024-02-27 07:45:00,8,6.2TD,P6,34.721,3.4,0.81,,,,0.209,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240227
1376,2024-02-27 08:00:00,9,6.2TD,P2,36.288,3.55,1.72,,,,0.197,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1376,2024-02-27 08:15:00,9,6.2TD,P2,36.288,3.55,1.72,,,,0.197,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1376,2024-02-27 08:30:00,9,6.2TD,P2,36.288,3.55,1.72,,,,0.197,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1376,2024-02-27 08:45:00,9,6.2TD,P2,36.288,3.55,1.72,,,,0.197,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1377,2024-02-27 09:00:00,10,6.2TD,P2,36.502,4.99,1.99,,,,0.191,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1377,2024-02-27 09:15:00,10,6.2TD,P2,36.502,4.99,1.99,,,,0.191,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1377,2024-02-27 09:30:00,10,6.2TD,P2,36.502,4.99,1.99,,,,0.191,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1377,2024-02-27 09:45:00,10,6.2TD,P2,36.502,4.99,1.99,,,,0.191,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1378,2024-02-27 10:00:00,11,6.2TD,P1,36.432,6.55,2.27,,,,0.187,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1378,2024-02-27 10:15:00,11,6.2TD,P1,36.432,6.55,2.27,,,,0.187,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1378,2024-02-27 10:30:00,11,6.2TD,P1,36.432,6.55,2.27,,,,0.187,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1378,2024-02-27 10:45:00,11,6.2TD,P1,36.432,6.55,2.27,,,,0.187,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1379,2024-02-27 11:00:00,12,6.2TD,P1,35.356,6.59,1.78,,,,0.191,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1379,2024-02-27 11:15:00,12,6.2TD,P1,35.356,6.59,1.78,,,,0.191,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1379,2024-02-27 11:30:00,12,6.2TD,P1,35.356,6.59,1.78,,,,0.191,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1379,2024-02-27 11:45:00,12,6.2TD,P1,35.356,6.59,1.78,,,,0.191,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1380,2024-02-27 12:00:00,13,6.2TD,P1,35.519,6.66,1.85,,,,0.185,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1380,2024-02-27 12:15:00,13,6.2TD,P1,35.519,6.66,1.85,,,,0.185,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1380,2024-02-27 12:30:00,13,6.2TD,P1,35.519,6.66,1.85,,,,0.185,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1380,2024-02-27 12:45:00,13,6.2TD,P1,35.519,6.66,1.85,,,,0.185,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1381,2024-02-27 13:00:00,14,6.2TD,P1,35.509,6.66,1.85,,,,0.183,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1381,2024-02-27 13:15:00,14,6.2TD,P1,35.509,6.66,1.85,,,,0.183,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1381,2024-02-27 13:30:00,14,6.2TD,P1,35.509,6.66,1.85,,,,0.183,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1381,2024-02-27 13:45:00,14,6.2TD,P1,35.509,6.66,1.85,,,,0.183,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1382,2024-02-27 14:00:00,15,6.2TD,P2,34.776,6.68,1.87,,,,0.185,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1382,2024-02-27 14:15:00,15,6.2TD,P2,34.776,6.68,1.87,,,,0.185,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1382,2024-02-27 14:30:00,15,6.2TD,P2,34.776,6.68,1.87,,,,0.185,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1382,2024-02-27 14:45:00,15,6.2TD,P2,34.776,6.68,1.87,,,,0.185,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1383,2024-02-27 15:00:00,16,6.2TD,P2,35.202,6.8,2.15,,,,0.19,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1383,2024-02-27 15:15:00,16,6.2TD,P2,35.202,6.8,2.15,,,,0.19,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1383,2024-02-27 15:30:00,16,6.2TD,P2,35.202,6.8,2.15,,,,0.19,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1383,2024-02-27 15:45:00,16,6.2TD,P2,35.202,6.8,2.15,,,,0.19,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1384,2024-02-27 16:00:00,17,6.2TD,P2,36.146,6.88,2.42,,,,0.191,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1384,2024-02-27 16:15:00,17,6.2TD,P2,36.146,6.88,2.42,,,,0.191,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1384,2024-02-27 16:30:00,17,6.2TD,P2,36.146,6.88,2.42,,,,0.191,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1384,2024-02-27 16:45:00,17,6.2TD,P2,36.146,6.88,2.42,,,,0.191,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1385,2024-02-27 17:00:00,18,6.2TD,P2,36.816,6.15,2.39,,,,0.193,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1385,2024-02-27 17:15:00,18,6.2TD,P2,36.816,6.15,2.39,,,,0.193,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1385,2024-02-27 17:30:00,18,6.2TD,P2,36.816,6.15,2.39,,,,0.193,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1385,2024-02-27 17:45:00,18,6.2TD,P2,36.816,6.15,2.39,,,,0.193,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1386,2024-02-27 18:00:00,19,6.2TD,P1,34.93,2.99,0.41,,,,0.191,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1386,2024-02-27 18:15:00,19,6.2TD,P1,34.93,2.99,0.41,,,,0.191,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1386,2024-02-27 18:30:00,19,6.2TD,P1,34.93,2.99,0.41,,,,0.191,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1386,2024-02-27 18:45:00,19,6.2TD,P1,34.93,2.99,0.41,,,,0.191,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1387,2024-02-27 19:00:00,20,6.2TD,P1,40.27,2.69,0.54,,,,0.195,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1387,2024-02-27 19:15:00,20,6.2TD,P1,40.27,2.69,0.54,,,,0.195,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1387,2024-02-27 19:30:00,20,6.2TD,P1,40.27,2.69,0.54,,,,0.195,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1387,2024-02-27 19:45:00,20,6.2TD,P1,40.27,2.69,0.54,,,,0.195,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1388,2024-02-27 20:00:00,21,6.2TD,P1,54.727,1.68,0.95,,,,0.195,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1388,2024-02-27 20:15:00,21,6.2TD,P1,54.727,1.68,0.95,,,,0.195,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1388,2024-02-27 20:30:00,21,6.2TD,P1,54.727,1.68,0.95,,,,0.195,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1388,2024-02-27 20:45:00,21,6.2TD,P1,54.727,1.68,0.95,,,,0.195,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1389,2024-02-27 21:00:00,22,6.2TD,P1,43.752,2.02,0.67,,,,0.194,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1389,2024-02-27 21:15:00,22,6.2TD,P1,43.752,2.02,0.67,,,,0.194,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1389,2024-02-27 21:30:00,22,6.2TD,P1,43.752,2.02,0.67,,,,0.194,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1389,2024-02-27 21:45:00,22,6.2TD,P1,43.752,2.02,0.67,,,,0.194,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240227
1390,2024-02-27 22:00:00,23,6.2TD,P2,35.588,2.31,0.44,,,,0.199,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1390,2024-02-27 22:15:00,23,6.2TD,P2,35.588,2.31,0.44,,,,0.199,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1390,2024-02-27 22:30:00,23,6.2TD,P2,35.588,2.31,0.44,,,,0.199,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1390,2024-02-27 22:45:00,23,6.2TD,P2,35.588,2.31,0.44,,,,0.199,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1391,2024-02-27 23:00:00,24,6.2TD,P2,36.146,2.61,1.31,,,,0.205,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1391,2024-02-27 23:15:00,24,6.2TD,P2,36.146,2.61,1.31,,,,0.205,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1391,2024-02-27 23:30:00,24,6.2TD,P2,36.146,2.61,1.31,,,,0.205,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1391,2024-02-27 23:45:00,24,6.2TD,P2,36.146,2.61,1.31,,,,0.205,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240227
1392,2024-02-28 00:00:00,1,6.2TD,P6,38.381,9.62,0.83,,,,0.23,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1392,2024-02-28 00:15:00,1,6.2TD,P6,38.381,9.62,0.83,,,,0.23,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1392,2024-02-28 00:30:00,1,6.2TD,P6,38.381,9.62,0.83,,,,0.23,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1392,2024-02-28 00:45:00,1,6.2TD,P6,38.381,9.62,0.83,,,,0.23,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1393,2024-02-28 01:00:00,2,6.2TD,P6,39.213,10.28,0.87,,,,0.238,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1393,2024-02-28 01:15:00,2,6.2TD,P6,39.213,10.28,0.87,,,,0.238,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1393,2024-02-28 01:30:00,2,6.2TD,P6,39.213,10.28,0.87,,,,0.238,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1393,2024-02-28 01:45:00,2,6.2TD,P6,39.213,10.28,0.87,,,,0.238,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1394,2024-02-28 02:00:00,3,6.2TD,P6,41.477,10.77,2.58,,,,0.242,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1394,2024-02-28 02:15:00,3,6.2TD,P6,41.477,10.77,2.58,,,,0.242,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1394,2024-02-28 02:30:00,3,6.2TD,P6,41.477,10.77,2.58,,,,0.242,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1394,2024-02-28 02:45:00,3,6.2TD,P6,41.477,10.77,2.58,,,,0.242,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1395,2024-02-28 03:00:00,4,6.2TD,P6,40.716,10.99,2.63,,,,0.246,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1395,2024-02-28 03:15:00,4,6.2TD,P6,40.716,10.99,2.63,,,,0.246,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1395,2024-02-28 03:30:00,4,6.2TD,P6,40.716,10.99,2.63,,,,0.246,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1395,2024-02-28 03:45:00,4,6.2TD,P6,40.716,10.99,2.63,,,,0.246,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1396,2024-02-28 04:00:00,5,6.2TD,P6,40.817,11.05,2.64,,,,0.246,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1396,2024-02-28 04:15:00,5,6.2TD,P6,40.817,11.05,2.64,,,,0.246,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1396,2024-02-28 04:30:00,5,6.2TD,P6,40.817,11.05,2.64,,,,0.246,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1396,2024-02-28 04:45:00,5,6.2TD,P6,40.817,11.05,2.64,,,,0.246,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1397,2024-02-28 05:00:00,6,6.2TD,P6,38.898,10.73,1.07,,,,0.242,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1397,2024-02-28 05:15:00,6,6.2TD,P6,38.898,10.73,1.07,,,,0.242,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1397,2024-02-28 05:30:00,6,6.2TD,P6,38.898,10.73,1.07,,,,0.242,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1397,2024-02-28 05:45:00,6,6.2TD,P6,38.898,10.73,1.07,,,,0.242,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1398,2024-02-28 06:00:00,7,6.2TD,P6,38.878,9.95,0.84,,,,0.225,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1398,2024-02-28 06:15:00,7,6.2TD,P6,38.878,9.95,0.84,,,,0.225,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1398,2024-02-28 06:30:00,7,6.2TD,P6,38.878,9.95,0.84,,,,0.225,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1398,2024-02-28 06:45:00,7,6.2TD,P6,38.878,9.95,0.84,,,,0.225,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1399,2024-02-28 07:00:00,8,6.2TD,P6,40.411,9.07,0.91,,,,0.212,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1399,2024-02-28 07:15:00,8,6.2TD,P6,40.411,9.07,0.91,,,,0.212,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1399,2024-02-28 07:30:00,8,6.2TD,P6,40.411,9.07,0.91,,,,0.212,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1399,2024-02-28 07:45:00,8,6.2TD,P6,40.411,9.07,0.91,,,,0.212,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240228
1400,2024-02-28 08:00:00,9,6.2TD,P2,40.395,8.55,1.13,,,,0.202,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
1400,2024-02-28 08:15:00,9,6.2TD,P2,40.395,8.55,1.13,,,,0.202,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
1400,2024-02-28 08:30:00,9,6.2TD,P2,40.395,8.55,1.13,,,,0.202,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
1400,2024-02-28 08:45:00,9,6.2TD,P2,40.395,8.55,1.13,,,,0.202,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
1401,2024-02-28 09:00:00,10,6.2TD,P2,36.253,7.71,0.53,,,,0.192,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
1401,2024-02-28 09:15:00,10,6.2TD,P2,36.253,7.71,0.53,,,,0.192,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
