,Time,Hour,Peaje_Trans,Periodo_Trans,PMD,Ai1,Ai2,CG,Fi,Bi,Perd,TEAr1,TEAr2,TEAr,Peaje_Org,Periodo_Org,源文件
1401,2024-02-28 09:30:00,10,6.2TD,P2,36.253,7.71,0.53,,,,0.192,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
1401,2024-02-28 09:45:00,10,6.2TD,P2,36.253,7.71,0.53,,,,0.192,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
1402,2024-02-28 10:00:00,11,6.2TD,P1,34.702,8.13,0.59,,,,0.186,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1402,2024-02-28 10:15:00,11,6.2TD,P1,34.702,8.13,0.59,,,,0.186,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1402,2024-02-28 10:30:00,11,6.2TD,P1,34.702,8.13,0.59,,,,0.186,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1402,2024-02-28 10:45:00,11,6.2TD,P1,34.702,8.13,0.59,,,,0.186,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1403,2024-02-28 11:00:00,12,6.2TD,P1,36.488,9.45,1.63,,,,0.185,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1403,2024-02-28 11:15:00,12,6.2TD,P1,36.488,9.45,1.63,,,,0.185,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1403,2024-02-28 11:30:00,12,6.2TD,P1,36.488,9.45,1.63,,,,0.185,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1403,2024-02-28 11:45:00,12,6.2TD,P1,36.488,9.45,1.63,,,,0.185,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1404,2024-02-28 12:00:00,13,6.2TD,P1,36.62,9.55,1.65,,,,0.182,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1404,2024-02-28 12:15:00,13,6.2TD,P1,36.62,9.55,1.65,,,,0.182,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1404,2024-02-28 12:30:00,13,6.2TD,P1,36.62,9.55,1.65,,,,0.182,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1404,2024-02-28 12:45:00,13,6.2TD,P1,36.62,9.55,1.65,,,,0.182,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1405,2024-02-28 13:00:00,14,6.2TD,P1,36.438,9.54,1.55,,,,0.177,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1405,2024-02-28 13:15:00,14,6.2TD,P1,36.438,9.54,1.55,,,,0.177,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1405,2024-02-28 13:30:00,14,6.2TD,P1,36.438,9.54,1.55,,,,0.177,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1405,2024-02-28 13:45:00,14,6.2TD,P1,36.438,9.54,1.55,,,,0.177,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1406,2024-02-28 14:00:00,15,6.2TD,P2,35.573,9.3,1.67,,,,0.179,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
1406,2024-02-28 14:15:00,15,6.2TD,P2,35.573,9.3,1.67,,,,0.179,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
1406,2024-02-28 14:30:00,15,6.2TD,P2,35.573,9.3,1.67,,,,0.179,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
1406,2024-02-28 14:45:00,15,6.2TD,P2,35.573,9.3,1.67,,,,0.179,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
1407,2024-02-28 15:00:00,16,6.2TD,P2,35.867,9.5,1.71,,,,0.185,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
1407,2024-02-28 15:15:00,16,6.2TD,P2,35.867,9.5,1.71,,,,0.185,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
1407,2024-02-28 15:30:00,16,6.2TD,P2,35.867,9.5,1.71,,,,0.185,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
1407,2024-02-28 15:45:00,16,6.2TD,P2,35.867,9.5,1.71,,,,0.185,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
1408,2024-02-28 16:00:00,17,6.2TD,P2,36.243,9.24,2.34,,,,0.192,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
1408,2024-02-28 16:15:00,17,6.2TD,P2,36.243,9.24,2.34,,,,0.192,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
1408,2024-02-28 16:30:00,17,6.2TD,P2,36.243,9.24,2.34,,,,0.192,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
1408,2024-02-28 16:45:00,17,6.2TD,P2,36.243,9.24,2.34,,,,0.192,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
1409,2024-02-28 17:00:00,18,6.2TD,P2,37.512,7.25,2.18,,,,0.195,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
1409,2024-02-28 17:15:00,18,6.2TD,P2,37.512,7.25,2.18,,,,0.195,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
1409,2024-02-28 17:30:00,18,6.2TD,P2,37.512,7.25,2.18,,,,0.195,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
1409,2024-02-28 17:45:00,18,6.2TD,P2,37.512,7.25,2.18,,,,0.195,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
1410,2024-02-28 18:00:00,19,6.2TD,P1,43.006,4.62,1.97,,,,0.198,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1410,2024-02-28 18:15:00,19,6.2TD,P1,43.006,4.62,1.97,,,,0.198,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1410,2024-02-28 18:30:00,19,6.2TD,P1,43.006,4.62,1.97,,,,0.198,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1410,2024-02-28 18:45:00,19,6.2TD,P1,43.006,4.62,1.97,,,,0.198,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1411,2024-02-28 19:00:00,20,6.2TD,P1,55.899,3.91,0.98,,,,0.199,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1411,2024-02-28 19:15:00,20,6.2TD,P1,55.899,3.91,0.98,,,,0.199,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1411,2024-02-28 19:30:00,20,6.2TD,P1,55.899,3.91,0.98,,,,0.199,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1411,2024-02-28 19:45:00,20,6.2TD,P1,55.899,3.91,0.98,,,,0.199,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1412,2024-02-28 20:00:00,21,6.2TD,P1,97.504,2.7,1.37,,,,0.198,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1412,2024-02-28 20:15:00,21,6.2TD,P1,97.504,2.7,1.37,,,,0.198,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1412,2024-02-28 20:30:00,21,6.2TD,P1,97.504,2.7,1.37,,,,0.198,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1412,2024-02-28 20:45:00,21,6.2TD,P1,97.504,2.7,1.37,,,,0.198,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1413,2024-02-28 21:00:00,22,6.2TD,P1,81.219,3.33,1.64,,,,0.197,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1413,2024-02-28 21:15:00,22,6.2TD,P1,81.219,3.33,1.64,,,,0.197,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1413,2024-02-28 21:30:00,22,6.2TD,P1,81.219,3.33,1.64,,,,0.197,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1413,2024-02-28 21:45:00,22,6.2TD,P1,81.219,3.33,1.64,,,,0.197,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240228
1414,2024-02-28 22:00:00,23,6.2TD,P2,50.172,3.86,1.33,,,,0.203,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
1414,2024-02-28 22:15:00,23,6.2TD,P2,50.172,3.86,1.33,,,,0.203,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
1414,2024-02-28 22:30:00,23,6.2TD,P2,50.172,3.86,1.33,,,,0.203,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
1414,2024-02-28 22:45:00,23,6.2TD,P2,50.172,3.86,1.33,,,,0.203,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
1415,2024-02-28 23:00:00,24,6.2TD,P2,40.852,3.73,0.66,,,,0.209,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
1415,2024-02-28 23:15:00,24,6.2TD,P2,40.852,3.73,0.66,,,,0.209,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
1415,2024-02-28 23:30:00,24,6.2TD,P2,40.852,3.73,0.66,,,,0.209,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
1415,2024-02-28 23:45:00,24,6.2TD,P2,40.852,3.73,0.66,,,,0.209,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240228
1416,2024-02-29 00:00:00,1,6.2TD,P6,48.104,6.22,1.28,,,,0.235,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1416,2024-02-29 00:15:00,1,6.2TD,P6,48.104,6.22,1.28,,,,0.235,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1416,2024-02-29 00:30:00,1,6.2TD,P6,48.104,6.22,1.28,,,,0.235,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1416,2024-02-29 00:45:00,1,6.2TD,P6,48.104,6.22,1.28,,,,0.235,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1417,2024-02-29 01:00:00,2,6.2TD,P6,44.002,7.49,0.66,,,,0.244,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1417,2024-02-29 01:15:00,2,6.2TD,P6,44.002,7.49,0.66,,,,0.244,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1417,2024-02-29 01:30:00,2,6.2TD,P6,44.002,7.49,0.66,,,,0.244,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1417,2024-02-29 01:45:00,2,6.2TD,P6,44.002,7.49,0.66,,,,0.244,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1418,2024-02-29 02:00:00,3,6.2TD,P6,43.779,8.66,2.62,,,,0.251,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1418,2024-02-29 02:15:00,3,6.2TD,P6,43.779,8.66,2.62,,,,0.251,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1418,2024-02-29 02:30:00,3,6.2TD,P6,43.779,8.66,2.62,,,,0.251,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1418,2024-02-29 02:45:00,3,6.2TD,P6,43.779,8.66,2.62,,,,0.251,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1419,2024-02-29 03:00:00,4,6.2TD,P6,42.784,10.43,1.46,,,,0.252,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1419,2024-02-29 03:15:00,4,6.2TD,P6,42.784,10.43,1.46,,,,0.252,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1419,2024-02-29 03:30:00,4,6.2TD,P6,42.784,10.43,1.46,,,,0.252,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1419,2024-02-29 03:45:00,4,6.2TD,P6,42.784,10.43,1.46,,,,0.252,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1420,2024-02-29 04:00:00,5,6.2TD,P6,42.835,9.54,2.69,,,,0.251,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1420,2024-02-29 04:15:00,5,6.2TD,P6,42.835,9.54,2.69,,,,0.251,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1420,2024-02-29 04:30:00,5,6.2TD,P6,42.835,9.54,2.69,,,,0.251,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1420,2024-02-29 04:45:00,5,6.2TD,P6,42.835,9.54,2.69,,,,0.251,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1421,2024-02-29 05:00:00,6,6.2TD,P6,42.631,9.23,2.6,,,,0.247,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1421,2024-02-29 05:15:00,6,6.2TD,P6,42.631,9.23,2.6,,,,0.247,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1421,2024-02-29 05:30:00,6,6.2TD,P6,42.631,9.23,2.6,,,,0.247,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1421,2024-02-29 05:45:00,6,6.2TD,P6,42.631,9.23,2.6,,,,0.247,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1422,2024-02-29 06:00:00,7,6.2TD,P6,39.697,7.26,0.88,,,,0.232,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1422,2024-02-29 06:15:00,7,6.2TD,P6,39.697,7.26,0.88,,,,0.232,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1422,2024-02-29 06:30:00,7,6.2TD,P6,39.697,7.26,0.88,,,,0.232,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1422,2024-02-29 06:45:00,7,6.2TD,P6,39.697,7.26,0.88,,,,0.232,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1423,2024-02-29 07:00:00,8,6.2TD,P6,42.885,5.18,1.06,,,,0.217,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1423,2024-02-29 07:15:00,8,6.2TD,P6,42.885,5.18,1.06,,,,0.217,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1423,2024-02-29 07:30:00,8,6.2TD,P6,42.885,5.18,1.06,,,,0.217,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1423,2024-02-29 07:45:00,8,6.2TD,P6,42.885,5.18,1.06,,,,0.217,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240229
1424,2024-02-29 08:00:00,9,6.2TD,P2,43.6,5.59,2.01,,,,0.205,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1424,2024-02-29 08:15:00,9,6.2TD,P2,43.6,5.59,2.01,,,,0.205,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1424,2024-02-29 08:30:00,9,6.2TD,P2,43.6,5.59,2.01,,,,0.205,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1424,2024-02-29 08:45:00,9,6.2TD,P2,43.6,5.59,2.01,,,,0.205,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1425,2024-02-29 09:00:00,10,6.2TD,P2,39.762,6.07,1.89,,,,0.194,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1425,2024-02-29 09:15:00,10,6.2TD,P2,39.762,6.07,1.89,,,,0.194,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1425,2024-02-29 09:30:00,10,6.2TD,P2,39.762,6.07,1.89,,,,0.194,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1425,2024-02-29 09:45:00,10,6.2TD,P2,39.762,6.07,1.89,,,,0.194,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1426,2024-02-29 10:00:00,11,6.2TD,P1,36.983,6.58,0.71,,,,0.19,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1426,2024-02-29 10:15:00,11,6.2TD,P1,36.983,6.58,0.71,,,,0.19,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1426,2024-02-29 10:30:00,11,6.2TD,P1,36.983,6.58,0.71,,,,0.19,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1426,2024-02-29 10:45:00,11,6.2TD,P1,36.983,6.58,0.71,,,,0.19,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1427,2024-02-29 11:00:00,12,6.2TD,P1,33.673,6.42,0.52,,,,0.192,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1427,2024-02-29 11:15:00,12,6.2TD,P1,33.673,6.42,0.52,,,,0.192,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1427,2024-02-29 11:30:00,12,6.2TD,P1,33.673,6.42,0.52,,,,0.192,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1427,2024-02-29 11:45:00,12,6.2TD,P1,33.673,6.42,0.52,,,,0.192,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1428,2024-02-29 12:00:00,13,6.2TD,P1,33.521,6.45,0.67,,,,0.191,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1428,2024-02-29 12:15:00,13,6.2TD,P1,33.521,6.45,0.67,,,,0.191,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1428,2024-02-29 12:30:00,13,6.2TD,P1,33.521,6.45,0.67,,,,0.191,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1428,2024-02-29 12:45:00,13,6.2TD,P1,33.521,6.45,0.67,,,,0.191,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1429,2024-02-29 13:00:00,14,6.2TD,P1,33.257,6.42,0.52,,,,0.187,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1429,2024-02-29 13:15:00,14,6.2TD,P1,33.257,6.42,0.52,,,,0.187,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1429,2024-02-29 13:30:00,14,6.2TD,P1,33.257,6.42,0.52,,,,0.187,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1429,2024-02-29 13:45:00,14,6.2TD,P1,33.257,6.42,0.52,,,,0.187,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1430,2024-02-29 14:00:00,15,6.2TD,P2,32.128,6.14,0.52,,,,0.185,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1430,2024-02-29 14:15:00,15,6.2TD,P2,32.128,6.14,0.52,,,,0.185,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1430,2024-02-29 14:30:00,15,6.2TD,P2,32.128,6.14,0.52,,,,0.185,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1430,2024-02-29 14:45:00,15,6.2TD,P2,32.128,6.14,0.52,,,,0.185,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1431,2024-02-29 15:00:00,16,6.2TD,P2,31.955,5.95,0.53,,,,0.191,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1431,2024-02-29 15:15:00,16,6.2TD,P2,31.955,5.95,0.53,,,,0.191,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1431,2024-02-29 15:30:00,16,6.2TD,P2,31.955,5.95,0.53,,,,0.191,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1431,2024-02-29 15:45:00,16,6.2TD,P2,31.955,5.95,0.53,,,,0.191,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1432,2024-02-29 16:00:00,17,6.2TD,P2,33.316,6.0,1.8,,,,0.195,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1432,2024-02-29 16:15:00,17,6.2TD,P2,33.316,6.0,1.8,,,,0.195,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1432,2024-02-29 16:30:00,17,6.2TD,P2,33.316,6.0,1.8,,,,0.195,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1432,2024-02-29 16:45:00,17,6.2TD,P2,33.316,6.0,1.8,,,,0.195,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1433,2024-02-29 17:00:00,18,6.2TD,P2,33.021,5.08,2.04,,,,0.196,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1433,2024-02-29 17:15:00,18,6.2TD,P2,33.021,5.08,2.04,,,,0.196,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1433,2024-02-29 17:30:00,18,6.2TD,P2,33.021,5.08,2.04,,,,0.196,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1433,2024-02-29 17:45:00,18,6.2TD,P2,33.021,5.08,2.04,,,,0.196,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1434,2024-02-29 18:00:00,19,6.2TD,P1,36.292,4.57,1.74,,,,0.195,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1434,2024-02-29 18:15:00,19,6.2TD,P1,36.292,4.57,1.74,,,,0.195,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1434,2024-02-29 18:30:00,19,6.2TD,P1,36.292,4.57,1.74,,,,0.195,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1434,2024-02-29 18:45:00,19,6.2TD,P1,36.292,4.57,1.74,,,,0.195,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1435,2024-02-29 19:00:00,20,6.2TD,P1,36.15,4.17,0.33,,,,0.195,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1435,2024-02-29 19:15:00,20,6.2TD,P1,36.15,4.17,0.33,,,,0.195,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1435,2024-02-29 19:30:00,20,6.2TD,P1,36.15,4.17,0.33,,,,0.195,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1435,2024-02-29 19:45:00,20,6.2TD,P1,36.15,4.17,0.33,,,,0.195,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1436,2024-02-29 20:00:00,21,6.2TD,P1,38.353,3.28,0.45,,,,0.194,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1436,2024-02-29 20:15:00,21,6.2TD,P1,38.353,3.28,0.45,,,,0.194,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1436,2024-02-29 20:30:00,21,6.2TD,P1,38.353,3.28,0.45,,,,0.194,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1436,2024-02-29 20:45:00,21,6.2TD,P1,38.353,3.28,0.45,,,,0.194,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1437,2024-02-29 21:00:00,22,6.2TD,P1,36.81,3.46,0.39,,,,0.196,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1437,2024-02-29 21:15:00,22,6.2TD,P1,36.81,3.46,0.39,,,,0.196,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1437,2024-02-29 21:30:00,22,6.2TD,P1,36.81,3.46,0.39,,,,0.196,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1437,2024-02-29 21:45:00,22,6.2TD,P1,36.81,3.46,0.39,,,,0.196,33.081,43.893,76.974,2.0TD,1,C2_pvpcdata_20240229
1438,2024-02-29 22:00:00,23,6.2TD,P2,35.133,3.83,0.51,,,,0.201,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1438,2024-02-29 22:15:00,23,6.2TD,P2,35.133,3.83,0.51,,,,0.201,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1438,2024-02-29 22:30:00,23,6.2TD,P2,35.133,3.83,0.51,,,,0.201,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1438,2024-02-29 22:45:00,23,6.2TD,P2,35.133,3.83,0.51,,,,0.201,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1439,2024-02-29 23:00:00,24,6.2TD,P2,34.209,4.32,0.55,,,,0.206,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1439,2024-02-29 23:15:00,24,6.2TD,P2,34.209,4.32,0.55,,,,0.206,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1439,2024-02-29 23:30:00,24,6.2TD,P2,34.209,4.32,0.55,,,,0.206,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1439,2024-02-29 23:45:00,24,6.2TD,P2,34.209,4.32,0.55,,,,0.206,19.184,8.779,27.963,2.0TD,2,C2_pvpcdata_20240229
1440,2024-03-01 00:00:00,1,6.2TD,P6,39.776,8.5,2.42,,,,0.215,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240301
1440,2024-03-01 00:15:00,1,6.2TD,P6,39.776,8.5,2.42,,,,0.215,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240301
1440,2024-03-01 00:30:00,1,6.2TD,P6,39.776,8.5,2.42,,,,0.215,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240301
1440,2024-03-01 00:45:00,1,6.2TD,P6,39.776,8.5,2.42,,,,0.215,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240301
1441,2024-03-01 01:00:00,2,6.2TD,P6,38.963,9.07,2.6,,,,0.225,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240301
1441,2024-03-01 01:15:00,2,6.2TD,P6,38.963,9.07,2.6,,,,0.225,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240301
1441,2024-03-01 01:30:00,2,6.2TD,P6,38.963,9.07,2.6,,,,0.225,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240301
1441,2024-03-01 01:45:00,2,6.2TD,P6,38.963,9.07,2.6,,,,0.225,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240301
1442,2024-03-01 02:00:00,3,6.2TD,P6,39.359,9.49,2.85,,,,0.226,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240301
1442,2024-03-01 02:15:00,3,6.2TD,P6,39.359,9.49,2.85,,,,0.226,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240301
1442,2024-03-01 02:30:00,3,6.2TD,P6,39.359,9.49,2.85,,,,0.226,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240301
1442,2024-03-01 02:45:00,3,6.2TD,P6,39.359,9.49,2.85,,,,0.226,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240301
1443,2024-03-01 03:00:00,4,6.2TD,P6,38.253,9.66,2.77,,,,0.228,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240301
1443,2024-03-01 03:15:00,4,6.2TD,P6,38.253,9.66,2.77,,,,0.228,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240301
1443,2024-03-01 03:30:00,4,6.2TD,P6,38.253,9.66,2.77,,,,0.228,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240301
1443,2024-03-01 03:45:00,4,6.2TD,P6,38.253,9.66,2.77,,,,0.228,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240301
1444,2024-03-01 04:00:00,5,6.2TD,P6,38.324,9.7,2.9,,,,0.228,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240301
1444,2024-03-01 04:15:00,5,6.2TD,P6,38.324,9.7,2.9,,,,0.228,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240301
1444,2024-03-01 04:30:00,5,6.2TD,P6,38.324,9.7,2.9,,,,0.228,0.557,2.195,2.752,2.0TD,3,C2_pvpcdata_20240301
